DOW,CUST_CLASS,COD_COUNTRY,COD_PRO,PRO_COM,VISITORS
Venerdi,visitor,222,3,3043,36
Martedi,visitor,222,103,103054,32
Mercoledi,visitor,222,37,37031,84
Martedi,visitor,222,30,30056,32
Sabato,visitor,222,15,15166,284
Mercoledi,visitor,222,23,23021,312
Domenica,visitor,222,23,23070,164
Lunedi,visitor,222,108,108050,132
Venerdi,visitor,222,22,22055,64
Martedi,visitor,222,15,15181,92
Venerdi,visitor,222,24,24090,72
Martedi,visitor,222,19,19017,32
Venerdi,visitor,222,58,58007,96
Venerdi,visitor,222,29,29034,60
Venerdi,visitor,222,29,29043,44
Venerdi,visitor,222,2,2133,36
Venerdi,visitor,222,93,93008,64
Lunedi,visitor,222,36,36041,76
Giovedi,visitor,222,17,17018,32
Lunedi,visitor,222,17,17187,40
Martedi,visitor,222,41,41013,292
Venerdi,visitor,222,25,25007,44
Mercoledi,visitor,222,30,30078,52
Lunedi,visitor,222,65,65016,36
Mercoledi,visitor,222,17,17134,36
Lunedi,visitor,222,20,20065,176
Giovedi,visitor,222,2,2158,128
Martedi,visitor,222,54,54024,56
Martedi,visitor,222,17,17077,60
Venerdi,visitor,222,22,22224,64
Lunedi,visitor,222,23,23067,44
Mercoledi,visitor,222,17,17127,36
Venerdi,visitor,222,26,26020,104
Giovedi,visitor,222,17,17072,36
Venerdi,visitor,222,30,30091,68
Domenica,visitor,222,15,15164,44
Martedi,visitor,222,36,36045,64
Venerdi,visitor,222,22,22114,32
Mercoledi,visitor,222,93,93043,136
Giovedi,visitor,222,59,59025,32
Lunedi,visitor,222,20,20019,40
Sabato,visitor,222,34,34033,32
Martedi,visitor,222,96,96076,32
Domenica,visitor,222,25,25017,36
Mercoledi,visitor,222,21,21079,32
Lunedi,visitor,222,25,25054,52
Domenica,visitor,222,37,37052,116
Mercoledi,visitor,222,61,61019,32
Lunedi,visitor,222,3,3095,48
Mercoledi,visitor,222,18,18153,68
Venerdi,visitor,222,30,30038,40
Giovedi,visitor,222,45,45003,80
Venerdi,visitor,222,53,53016,36
Sabato,visitor,222,60,60035,48
Giovedi,visitor,222,10,10046,92
Lunedi,visitor,222,16,16053,48
Martedi,visitor,222,17,17017,40
Venerdi,visitor,222,14,14019,36
Sabato,visitor,222,30,30004,32
Mercoledi,visitor,222,109,109037,84
Martedi,visitor,222,16,16212,48
Giovedi,visitor,222,58,58029,56
Sabato,visitor,222,109,109037,32
Martedi,visitor,222,35,35017,32
Venerdi,visitor,222,13,13245,36
Domenica,visitor,222,108,108017,44
Giovedi,visitor,222,12,12109,44
Domenica,foreigner,232,,,15540
Martedi,foreigner,250,,,5756
Domenica,foreigner,214,,,10776
Sabato,foreigner,440,,,1596
Domenica,foreigner,284,,,2176
Martedi,foreigner,216,,,4272
Martedi,foreigner,234,,,6360
Mercoledi,foreigner,510,,,376
Martedi,foreigner,282,,,76
Lunedi,foreigner,602,,,136
Venerdi,foreigner,454,,,316
Sabato,visitor,222,10,10028,32
Sabato,visitor,222,1,1217,44
Venerdi,visitor,222,1,1066,40
Sabato,visitor,222,54,54024,56
Mercoledi,visitor,222,36,36039,32
Mercoledi,visitor,222,66,66006,32
Giovedi,visitor,222,28,28092,2680
Lunedi,visitor,222,28,28013,3560
Domenica,visitor,222,28,28050,1188
Martedi,visitor,222,46,46033,152
Giovedi,visitor,222,27,27026,1760
Domenica,visitor,222,27,27026,1896
Domenica,visitor,222,25,25028,92
Lunedi,visitor,222,26,26012,3628
Mercoledi,visitor,222,100,100005,604
Mercoledi,visitor,222,24,24107,228
Mercoledi,visitor,222,26,26070,156
Martedi,visitor,222,10,10025,2148
Giovedi,visitor,222,27,27002,1680
Sabato,visitor,222,48,48044,76
Sabato,visitor,222,27,27017,3380
Mercoledi,visitor,222,23,23049,80
Lunedi,visitor,222,28,28093,968
Martedi,visitor,222,27,27039,3544
Giovedi,visitor,222,26,26010,1204
Martedi,visitor,222,23,23096,820
Martedi,visitor,222,26,26058,292
Giovedi,visitor,222,108,108035,108
Martedi,visitor,222,1,1265,96
Lunedi,visitor,222,28,28038,916
Domenica,visitor,222,39,39014,1884
Venerdi,visitor,222,23,23060,192
Sabato,visitor,222,24,24014,448
Domenica,visitor,222,48,48041,212
Giovedi,visitor,222,48,48043,124
Lunedi,visitor,222,3,3106,520
Domenica,visitor,222,36,36022,376
Domenica,visitor,222,38,38017,164
Lunedi,visitor,222,24,24021,2880
Giovedi,visitor,222,15,15146,15924
Lunedi,visitor,222,60,60003,40
Martedi,visitor,222,26,26095,1136
Martedi,visitor,222,24,24074,968
Sabato,visitor,222,28,28063,2404
Martedi,visitor,222,26,26021,1324
Martedi,visitor,222,28,28001,14464
Venerdi,visitor,222,23,23097,620
Mercoledi,visitor,222,27,27003,3756
Venerdi,visitor,222,29,29041,8044
Giovedi,visitor,222,26,26012,3784
Lunedi,visitor,222,12,12121,32
Venerdi,visitor,222,30,30129,2452
Domenica,visitor,222,27,27006,1068
Lunedi,visitor,222,27,27024,3108
Martedi,visitor,222,26,26086,5564
Martedi,visitor,222,27,27012,3756
Giovedi,visitor,222,23,23095,372
Giovedi,visitor,222,23,23006,136
Martedi,visitor,222,80,80063,232
Lunedi,visitor,222,23,23027,388
Domenica,visitor,222,16,16193,124
Venerdi,visitor,222,28,28036,1692
Martedi,visitor,222,23,23073,412
Sabato,visitor,222,87,87015,644
Lunedi,visitor,222,24,24107,228
Martedi,visitor,222,28,28073,3440
Domenica,visitor,222,27,27008,3344
Giovedi,visitor,222,26,26066,1776
Martedi,visitor,222,93,93033,1212
Giovedi,visitor,222,26,26064,336
Domenica,visitor,222,79,79160,80
Martedi,visitor,222,92,92051,136
Domenica,visitor,222,28,28070,1060
Lunedi,visitor,222,17,17029,1120
Lunedi,visitor,222,104,104017,124
Mercoledi,visitor,222,16,16193,88
Sabato,visitor,222,28,28083,788
Lunedi,visitor,222,26,26026,384
Mercoledi,visitor,222,31,31007,420
Sabato,visitor,222,81,81012,76
Domenica,visitor,222,65,65014,36
Giovedi,visitor,222,15,15130,100
Venerdi,visitor,222,17,17092,152
Domenica,visitor,222,37,37002,252
Domenica,visitor,222,17,17117,32
Giovedi,visitor,222,15,15134,48
Lunedi,visitor,222,20,20011,32
Lunedi,visitor,222,26,26062,308
Mercoledi,visitor,222,37,37019,132
Sabato,visitor,222,56,56050,32
Venerdi,visitor,222,26,26029,332
Mercoledi,visitor,222,18,18177,200
Venerdi,visitor,222,3,3108,92
Lunedi,visitor,222,20,20071,188
Lunedi,visitor,222,60,60038,104
Giovedi,visitor,222,1,1090,132
Domenica,visitor,222,28,28009,420
Martedi,visitor,222,29,29003,468
Sabato,visitor,222,30,30080,68
Martedi,visitor,222,24,24015,320
Martedi,visitor,222,38,38006,380
Sabato,visitor,222,24,24015,396
Martedi,visitor,222,48,48004,32
Venerdi,visitor,222,23,23070,168
Domenica,visitor,222,26,26080,300
Mercoledi,visitor,222,72,72006,636
Mercoledi,visitor,222,40,40045,80
Martedi,visitor,222,29,29019,164
Martedi,visitor,222,9,9001,36
Domenica,visitor,222,96,96012,60
Domenica,visitor,222,11,11027,52
Sabato,visitor,222,21,21006,164
Martedi,visitor,222,28,28056,908
Sabato,visitor,222,37,37054,320
Lunedi,visitor,222,12,12030,36
Giovedi,visitor,222,87,87002,120
Martedi,visitor,222,79,79160,68
Sabato,visitor,222,83,83048,384
Mercoledi,visitor,222,27,27007,196
Domenica,visitor,222,27,27007,192
Lunedi,visitor,222,20,20015,56
Venerdi,visitor,222,38,38011,76
Sabato,visitor,222,72,72038,220
Mercoledi,visitor,222,26,26022,160
Domenica,visitor,222,16,16232,52
Giovedi,visitor,222,12,12042,108
Venerdi,visitor,222,25,25061,84
Venerdi,visitor,222,30,30066,48
Lunedi,visitor,222,26,26090,236
Martedi,visitor,222,27,27036,284
Venerdi,visitor,222,22,22034,148
Giovedi,visitor,222,17,17010,48
Domenica,visitor,222,59,59011,264
Domenica,visitor,222,22,22062,136
Martedi,visitor,222,93,93034,176
Martedi,visitor,222,73,73027,316
Lunedi,visitor,222,21,21026,44
Martedi,visitor,222,71,71024,248
Venerdi,visitor,222,17,17013,36
Lunedi,visitor,222,58,58036,72
Martedi,visitor,222,31,31006,36
Giovedi,visitor,222,15,15185,64
Martedi,visitor,222,17,17092,176
Domenica,visitor,222,75,75014,32
Martedi,visitor,222,23,23067,44
Giovedi,visitor,222,75,75039,48
Lunedi,visitor,222,21,21076,120
Venerdi,visitor,222,16,16091,128
Sabato,visitor,222,23,23025,612
Mercoledi,visitor,222,16,16007,88
Sabato,visitor,222,50,50031,92
Venerdi,visitor,222,30,30099,152
Venerdi,visitor,222,25,25056,56
Giovedi,visitor,222,22,22001,68
Lunedi,visitor,222,26,26027,88
Mercoledi,visitor,222,29,29045,232
Lunedi,visitor,222,17,17017,60
Domenica,visitor,222,24,24083,444
Mercoledi,visitor,222,16,16043,52
Lunedi,visitor,222,17,17065,52
Venerdi,visitor,222,108,108041,60
Martedi,visitor,222,74,74017,48
Giovedi,visitor,222,42,42022,56
Venerdi,visitor,222,23,23045,56
Mercoledi,visitor,222,37,37047,108
Mercoledi,visitor,222,15,15085,92
Venerdi,visitor,222,22,22022,284
Domenica,visitor,222,17,17008,36
Giovedi,visitor,222,30,30127,176
Venerdi,visitor,222,26,26094,108
Venerdi,visitor,222,12,12029,52
Mercoledi,visitor,222,26,26015,96
Venerdi,visitor,222,58,58104,148
Domenica,visitor,222,79,79023,100
Venerdi,visitor,222,65,65078,116
Sabato,visitor,222,23,23007,136
Giovedi,visitor,222,38,38019,128
Lunedi,visitor,222,89,89002,36
Sabato,visitor,222,47,47017,48
Domenica,visitor,222,87,87051,36
Mercoledi,visitor,222,52,52032,320
Domenica,visitor,222,23,23046,68
Mercoledi,visitor,222,22,22086,56
Lunedi,visitor,222,20,20059,36
Lunedi,visitor,222,24,24042,164
Venerdi,visitor,222,12,12120,48
Giovedi,visitor,222,16,16189,52
Domenica,visitor,222,38,38025,156
Domenica,visitor,222,93,93018,52
Lunedi,visitor,222,1,1217,72
Martedi,visitor,222,42,42001,36
Giovedi,visitor,222,54,54030,44
Martedi,visitor,222,20,20051,72
Mercoledi,visitor,222,72,72025,32
Domenica,visitor,222,29,29008,36
Venerdi,visitor,222,58,58032,88
Sabato,visitor,222,13,13095,60
Lunedi,visitor,222,15,15178,32
Mercoledi,visitor,222,22,22098,96
Giovedi,visitor,222,15,15179,40
Venerdi,visitor,222,25,25005,68
Martedi,visitor,222,17,17088,64
Mercoledi,visitor,222,25,25049,36
Lunedi,visitor,222,35,35012,72
Mercoledi,visitor,222,65,65099,48
Sabato,visitor,222,16,16086,68
Giovedi,visitor,222,1,1063,40
Giovedi,visitor,222,19,19102,48
Sabato,visitor,222,20,20001,32
Lunedi,visitor,222,18,18034,40
Giovedi,visitor,222,56,56059,140
Martedi,visitor,222,60,60019,36
Martedi,visitor,222,23,23084,64
Martedi,visitor,222,63,63052,40
Venerdi,visitor,222,50,50028,48
Mercoledi,visitor,222,21,21016,60
Lunedi,visitor,222,16,16242,60
Domenica,visitor,222,67,67047,64
Lunedi,visitor,222,17,17103,36
Martedi,visitor,222,63,63033,36
Venerdi,foreigner,226,,,9840
Mercoledi,foreigner,214,,,10532
Giovedi,foreigner,216,,,4824
Lunedi,foreigner,530,,,116
Giovedi,foreigner,454,,,280
Giovedi,foreigner,420,,,128
Sabato,foreigner,530,,,88
Lunedi,visitor,222,54,54052,52
Lunedi,visitor,222,15,15101,40
Lunedi,visitor,222,26,26041,48
Lunedi,visitor,222,10,10017,36
Lunedi,visitor,222,23,23035,32
Venerdi,visitor,222,10,10017,48
Venerdi,visitor,222,62,62070,36
Domenica,visitor,222,12,12068,60
Martedi,visitor,222,13,13129,36
Martedi,visitor,222,15,15103,36
Lunedi,visitor,222,30,30083,44
Sabato,visitor,222,67,67025,72
Lunedi,visitor,222,16,16170,48
Domenica,visitor,222,36,36047,40
Martedi,visitor,222,12,12124,68
Sabato,visitor,222,30,30021,52
Sabato,visitor,222,17,17186,32
Lunedi,visitor,222,16,16076,32
Lunedi,visitor,222,81,81008,56
Domenica,visitor,222,107,107005,32
Sabato,visitor,222,43,43024,32
Lunedi,visitor,222,63,63074,36
Sabato,visitor,222,25,25060,40
Lunedi,visitor,222,10,10028,44
Domenica,resident,222,28,28060,165116
Giovedi,visitor,222,28,28048,4056
Sabato,visitor,222,24,24108,2920
Domenica,visitor,222,24,24116,12224
Martedi,visitor,222,27,27033,1984
Lunedi,visitor,222,28,28061,1792
Sabato,visitor,222,28,28050,1252
Venerdi,visitor,222,27,27033,2124
Venerdi,visitor,222,26,26063,708
Venerdi,visitor,222,24,24006,688
Martedi,visitor,222,29,29048,532
Domenica,visitor,222,28,28026,2408
Giovedi,visitor,222,30,30049,320
Venerdi,visitor,222,15,15070,296
Domenica,visitor,222,37,37009,132
Giovedi,visitor,222,24,24100,1788
Venerdi,visitor,222,36,36023,1636
Martedi,visitor,222,27,27017,3308
Sabato,visitor,222,29,29046,812
Giovedi,visitor,222,48,48014,164
Giovedi,visitor,222,28,28033,1988
Venerdi,visitor,222,25,25006,1624
Lunedi,visitor,222,37,37002,204
Martedi,visitor,222,26,26066,1812
Sabato,visitor,222,27,27029,676
Mercoledi,visitor,222,38,38004,236
Martedi,visitor,222,24,24048,492
Martedi,visitor,222,27,27020,1096
Venerdi,visitor,222,40,40015,88
Mercoledi,visitor,222,27,27016,152
Venerdi,visitor,222,37,37050,112
Mercoledi,visitor,222,27,27032,1396
Sabato,visitor,222,23,23098,156
Martedi,visitor,222,68,68028,368
Martedi,visitor,222,26,26026,356
Venerdi,visitor,222,17,17163,44
Martedi,visitor,222,12,12070,256
Domenica,visitor,222,20,20031,40
Venerdi,visitor,222,38,38021,52
Martedi,visitor,222,40,40007,404
Venerdi,visitor,222,26,26032,212
Domenica,visitor,222,26,26068,728
Martedi,visitor,222,23,23044,1040
Lunedi,visitor,222,58,58072,56
Venerdi,visitor,222,40,40008,180
Giovedi,visitor,222,59,59011,200
Giovedi,visitor,222,40,40012,640
Sabato,visitor,222,37,37057,252
Giovedi,visitor,222,30,30114,48
Sabato,visitor,222,25,25041,84
Lunedi,visitor,222,48,48019,80
Lunedi,visitor,222,13,13165,48
Domenica,visitor,222,26,26058,484
Mercoledi,visitor,222,48,48014,176
Sabato,visitor,222,20,20018,52
Giovedi,visitor,222,47,47002,44
Mercoledi,visitor,222,24,24096,316
Venerdi,visitor,222,29,29039,588
Domenica,visitor,222,19,19067,88
Lunedi,visitor,222,1,1090,132
Lunedi,visitor,222,23,23060,148
Domenica,visitor,222,108,108023,168
Sabato,visitor,222,15,15130,140
Giovedi,visitor,222,13,13095,40
Sabato,visitor,222,99,99014,972
Lunedi,visitor,222,66,66006,44
Venerdi,visitor,222,26,26041,76
Giovedi,visitor,222,6,6121,40
Venerdi,visitor,222,15,15189,188
Venerdi,visitor,222,23,23093,80
Sabato,visitor,222,43,43042,80
Martedi,visitor,222,15,15002,120
Martedi,visitor,222,42,42018,120
Martedi,visitor,222,11,11015,256
Venerdi,visitor,222,30,30090,72
Lunedi,visitor,222,12,12123,104
Sabato,visitor,222,38,38004,344
Venerdi,visitor,222,63,63083,44
Mercoledi,visitor,222,110,110001,92
Lunedi,visitor,222,1,1164,116
Mercoledi,visitor,222,75,75048,36
Martedi,visitor,222,26,26015,92
Venerdi,visitor,222,15,15159,76
Martedi,visitor,222,24,24069,144
Mercoledi,visitor,222,24,24069,132
Domenica,visitor,222,26,26033,148
Venerdi,visitor,222,96,96020,64
Mercoledi,visitor,222,28,28062,108
Lunedi,visitor,222,74,74017,52
Lunedi,visitor,222,29,29023,136
Giovedi,visitor,222,37,37061,156
Sabato,visitor,222,37,37042,76
Giovedi,visitor,222,37,37011,340
Lunedi,visitor,222,92,92074,40
Martedi,visitor,222,19,19021,104
Domenica,visitor,222,93,93036,68
Sabato,visitor,222,26,26070,172
Mercoledi,visitor,222,75,75035,236
Domenica,visitor,222,31,31016,84
Domenica,visitor,222,38,38011,164
Domenica,visitor,222,22,22102,184
Sabato,visitor,222,26,26027,96
Mercoledi,visitor,222,17,17073,40
Sabato,visitor,222,25,25012,96
Giovedi,visitor,222,20,20016,68
Mercoledi,visitor,222,70,70006,108
Venerdi,visitor,222,16,16245,36
Mercoledi,visitor,222,23,23087,104
Sabato,visitor,222,26,26093,308
Lunedi,visitor,222,22,22079,44
Martedi,visitor,222,15,15213,68
Venerdi,visitor,222,17,17018,60
Mercoledi,visitor,222,87,87004,108
Mercoledi,visitor,222,17,17092,180
Giovedi,visitor,222,26,26079,168
Giovedi,visitor,222,42,42034,112
Domenica,visitor,222,39,39013,72
Sabato,visitor,222,65,65002,48
Domenica,visitor,222,74,74012,108
Domenica,visitor,222,54,54013,32
Mercoledi,visitor,222,22,22099,100
Venerdi,visitor,222,42,42032,32
Domenica,visitor,222,59,59001,152
Domenica,visitor,222,43,43024,32
Giovedi,visitor,222,19,19062,60
Domenica,visitor,222,29,29021,152
Venerdi,visitor,222,110,110001,96
Venerdi,visitor,222,88,88006,44
Giovedi,visitor,222,23,23061,148
Mercoledi,visitor,222,93,93051,124
Domenica,visitor,222,1,1120,80
Venerdi,visitor,222,15,15175,140
Giovedi,visitor,222,30,30053,72
Martedi,visitor,222,72,72038,96
Venerdi,visitor,222,21,21022,36
Mercoledi,visitor,222,25,25029,160
Mercoledi,visitor,222,31,31006,36
Giovedi,visitor,222,17,17165,44
Sabato,visitor,222,78,78044,44
Venerdi,visitor,222,54,54002,52
Sabato,visitor,222,35,35024,56
Sabato,visitor,222,51,51033,48
Mercoledi,visitor,222,63,63057,68
Venerdi,visitor,222,16,16153,76
Venerdi,visitor,222,86,86014,32
Sabato,visitor,222,25,25038,44
Sabato,visitor,222,3,3095,40
Sabato,visitor,222,17,17081,88
Venerdi,visitor,222,27,27041,196
Domenica,visitor,222,54,54056,40
Mercoledi,visitor,222,15,15113,36
Lunedi,visitor,222,60,60006,60
Lunedi,visitor,222,52,52022,60
Giovedi,visitor,222,21,21026,68
Mercoledi,visitor,222,30,30188,64
Giovedi,visitor,222,72,72019,100
Sabato,visitor,222,108,108004,104
Venerdi,visitor,222,48,48032,36
Giovedi,visitor,222,20,20038,88
Mercoledi,visitor,222,22,22222,72
Sabato,visitor,222,17,17125,40
Lunedi,visitor,222,98,98015,32
Sabato,visitor,222,17,17078,68
Lunedi,visitor,222,24,24010,40
Giovedi,visitor,222,30,30188,56
Giovedi,visitor,222,81,81011,116
Giovedi,visitor,222,108,108006,32
Venerdi,visitor,222,71,71046,60
Giovedi,visitor,222,54,54054,36
Martedi,visitor,222,108,108021,48
Venerdi,visitor,222,22,22168,36
Mercoledi,visitor,222,50,50001,36
Giovedi,visitor,222,54,54013,48
Mercoledi,visitor,222,108,108006,44
Sabato,visitor,222,12,12075,84
Mercoledi,visitor,222,15,15179,52
Giovedi,visitor,222,16,16213,44
Giovedi,visitor,222,63,63064,52
Venerdi,visitor,222,63,63063,44
Domenica,visitor,222,96,96049,36
Sabato,visitor,222,15,15172,60
Giovedi,visitor,222,24,24121,44
Sabato,visitor,222,35,35016,36
Martedi,visitor,222,80,80069,36
Giovedi,visitor,222,103,103011,32
Mercoledi,visitor,222,1,1115,36
Sabato,visitor,222,15,15237,48
Martedi,foreigner,440,,,1960
Martedi,foreigner,460,,,13732
Martedi,foreigner,260,,,2444
Sabato,foreigner,270,,,676
Mercoledi,foreigner,334,,,1528
Lunedi,foreigner,505,,,452
Sabato,foreigner,520,,,412
Sabato,visitor,222,37,37041,40
Domenica,visitor,222,1,1028,60
Venerdi,visitor,222,15,15188,40
Domenica,visitor,222,34,34020,60
Giovedi,visitor,222,22,22210,68
Martedi,visitor,222,24,24114,56
Lunedi,visitor,222,10,10029,32
Sabato,visitor,222,13,13065,32
Mercoledi,visitor,222,1,1063,32
Martedi,visitor,222,60,60015,32
Domenica,visitor,222,59,59005,68
Venerdi,visitor,222,21,21038,40
Giovedi,visitor,222,21,21008,1252
Giovedi,visitor,222,30,30046,284
Giovedi,visitor,222,28,28023,920
Domenica,visitor,222,82,82053,552
Mercoledi,visitor,222,26,26021,1440
Lunedi,visitor,222,28,28055,4336
Lunedi,visitor,222,29,29029,1000
Domenica,visitor,222,48,48035,92
Mercoledi,visitor,222,24,24097,360
Giovedi,visitor,222,28,28103,8632
Mercoledi,visitor,222,27,27042,20572
Lunedi,visitor,222,28,28076,1308
Mercoledi,visitor,222,23,23044,980
Martedi,visitor,222,55,55032,292
Giovedi,visitor,222,16,16131,32
Martedi,visitor,222,28,28100,10104
Lunedi,visitor,222,76,76063,120
Venerdi,visitor,222,28,28072,10936
Martedi,visitor,222,27,27023,2996
Domenica,visitor,222,27,27003,3732
Venerdi,visitor,222,42,42002,508
Lunedi,visitor,222,28,28069,8916
Mercoledi,visitor,222,30,30046,364
Mercoledi,visitor,222,29,29001,1556
Venerdi,visitor,222,28,28018,1812
Venerdi,visitor,222,39,39014,1352
Lunedi,visitor,222,28,28046,1132
Sabato,visitor,222,24,24122,812
Domenica,visitor,222,16,16190,36
Martedi,visitor,222,36,36047,40
Martedi,visitor,222,97,97048,104
Venerdi,visitor,222,28,28102,580
Lunedi,visitor,222,25,25053,228
Mercoledi,visitor,222,28,28048,4068
Lunedi,visitor,222,23,23091,7584
Lunedi,visitor,222,23,23015,420
Sabato,visitor,222,30,30118,124
Lunedi,visitor,222,99,99014,772
Lunedi,visitor,222,37,37019,152
Giovedi,visitor,222,27,27029,896
Venerdi,visitor,222,23,23050,444
Martedi,visitor,222,15,15171,212
Giovedi,visitor,222,58,58104,136
Lunedi,visitor,222,28,28087,1516
Lunedi,visitor,222,28,28042,672
Domenica,visitor,222,24,24061,1608
Mercoledi,visitor,222,41,41044,380
Mercoledi,visitor,222,58,58072,76
Giovedi,visitor,222,27,27037,1396
Domenica,visitor,222,38,38002,292
Giovedi,visitor,222,99,99014,784
Domenica,visitor,222,26,26071,368
Domenica,visitor,222,22,22116,172
Lunedi,visitor,222,46,46017,336
Giovedi,visitor,222,37,37057,120
Lunedi,visitor,222,16,16024,592
Martedi,visitor,222,19,19036,356
Venerdi,visitor,222,22,22147,64
Domenica,visitor,222,37,37060,284
Domenica,visitor,222,6,6177,44
Martedi,visitor,222,15,15093,152
Mercoledi,visitor,222,15,15078,48
